user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,text,date,hashtags,source,is_retweet
Tittlepress,,https://t.co/VM7lRADB36,9/25/2022 9:26,44,3,14,FALSE,"What to know about XBB.1.5, a new highly transmissible COVID-19 subvariant 
https://t.co/Dohbl7vgPj

#LoveIsland… https://t.co/fdqYiY4tdz",1/18/2023 0:33,['LoveIsland'],Testapp55582938,FALSE
ExBulletin,,collaboration@support.exbulletin.com,1/14/2022 23:40,191,2,8,FALSE,"What you need to know about XBB.1.5, the new highly contagious COVID-19 subvariant - https://t.co/kCDPD0kApV… https://t.co/yk0OxqRMBt",1/18/2023 0:33,,TestApp_93393839,FALSE
Washington University in St. Louis,"St. Louis, MO",Where people matter and serious work is done. Share your experiences with #WashU and look for WashU on Instagram and WUSTL_Official on TikTok.,12/2/2008 19:04,44973,973,3927,TRUE,The XBB.1.5 omicron subvariant that’s currently dominating the U.S. is the 'most transmissible' subvariant version… https://t.co/AukGizK6lw,1/18/2023 0:14,,Brandwatch,FALSE
Vertebrate,"Neuston, Oxidane, Deva Victrix",Rupert Dingleberry-Winnett Esq (say DimWyt with a “y”) Flunkey at Ye Duke of Westminster's Wealth-Doubling Fund #DoWWx2F #ChesterFrosties RT≠end (satire/parody),11/21/2012 12:20,6251,6910,152564,FALSE,"XBB.1.5 is the emerging new COVID-19 subvariant.

Neither older monovalent nor new bivalent booster vaccines offer… https://t.co/EJO797Csqd",1/18/2023 0:03,,Twitter for iPhone,FALSE
NomDeMed,,Kekistan has zero cases of Myocarditis,12/9/2022 22:14,104,270,17250,FALSE,@NoamChom80 @PostsFresh @jumbolek @domjoly Omicron subvariant XBB.1.5 now accounts for 73% of all sequenced COVID-1… https://t.co/AGXAc2rFcK,1/17/2023 23:03,,Twitter Web App,FALSE
Western University,"London, Ontario, Canada","#WesternU is one of Canada’s top research-intensive universities, welcoming scholars from around the world to beautiful #LdnOnt. #PurpleAndProud 💜",2/11/2009 16:41,89836,13272,46492,TRUE,A new @ConversationCA piece by #WesternU prof Dr. Sameer Elsayed answers questions about the newest COVID-19 varian… https://t.co/j0adu1wTHC,1/17/2023 22:06,['WesternU'],Brandwatch,FALSE
PBS NewsHour,"Arlington, VA",PBS NewsHour is one of the most trusted news programs on TV and online.,4/18/2008 21:57,1203712,95838,19391,TRUE,"Despite public health efforts to grind the COVID pandemic to a halt, the emergence of the highly transmissible, dru… https://t.co/Nr7pbC8OYu",1/17/2023 21:58,,Sprout Social,FALSE
Jim Bennett (Resident-Ottawa Beacon Hill-Cyrville),"Ottawa, Ontario, Canada",Library Advocate and Activist: PAST - CLA Councillor & Chair - Communications Cmt I FOPL President/Chair & Director I OPL Board Vice-Chair & Trustee I Educator,10/13/2010 16:19,2127,2298,4198,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/rYGcT6Fcvn,1/17/2023 21:58,,Twitter for iPad,FALSE
J Lynn Fraser,Toronto,"Technical editor re research. Writer/Author. Indexer. No porn, blockchain/crypto, or 'odd' followers, you will be blocked. RT not endorsement.",12/19/2014 2:32,774,4211,28192,FALSE,"""#XBB15 is rapidly spreading - will likely become the next dominant #COVID19 subvariant - What is it? Where is it p… https://t.co/7ZRvgYGmfU",1/17/2023 21:01,"['XBB15', 'COVID19']",Twitter Web App,FALSE
CU Anschutz Medical Campus,"Aurora, CO","Official Twitter account of #CUAnschutz, the largest academic health center in the Rocky Mountain region. 

https://t.co/vT1E6Yzl10 | https://t.co/YOzBVl9Y8G",8/16/2012 14:47,13834,2342,10140,TRUE,"As the latest, highly contagious omicron subvariant spreads, Ross Kedl, PhD, professor of immunology and microbiolo… https://t.co/xQ2XvYENUm",1/17/2023 20:45,,Sprout Social,FALSE
peter,,"[ Every success in anything we should refer to the Lord & with the Prophet say:'Not to us, O Lord, not to us, but to Your name give glory']-St Seraphim of Sarov",2/3/2010 16:59,5833,5602,60384,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/cVWGPOkVDn,1/17/2023 20:33,,Twitter Web App,FALSE
Daily Express,London,https://t.co/nl2tkdSHVX - Home of the Daily and Sunday Express,12/5/2008 12:05,997997,781,517,TRUE,"Masks could return as health experts warn of wave of illness with new COVID-19 variant spike
https://t.co/DSIvYhWXYJ https://t.co/PP1MK7Zwp5",1/17/2023 20:25,,TweetDeck,FALSE
"Jacquie Gahagan, PhD #lgbtqhealth 🇨🇦 🏳️‍🌈","Halifax, Nova Scotia","Medical Sociologist, Prof, AVPR, health systems & policy research to address health disparities impacting equity-deserving populations.

They/Them. 

My tweets.",3/9/2016 0:38,1940,2440,24546,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/stGm06ZWkh,1/17/2023 19:11,,Twitter Web App,FALSE
Times of Karachi,"Karachi, Pakistan","Times of Karachi is a digital media publication covering Pakistani politics at City, National, and International levels for the masses in Pakistan and abroad.",2/10/2018 8:24,41066,576,1479,FALSE,"ALERT | The most contagious COVID subvariant, XBB.1.5, has been found in the nation through genome sequencing, acco… https://t.co/YhyNvxRtSu",1/17/2023 18:20,,Twitter for Android,FALSE
The Brotherhood of Elders Network,"Oakland, CA",Intergenerational network of men of African descent. Our mission is to foster environments where Black males are empowered to flourish 🧑🏾‍🦱👨🏾‍🦱👴🏾,1/14/2021 20:48,82,76,205,FALSE,The new coronavirus subvariant XBB.1.5 — one global health officials call the “most transmissible” descendant yet o… https://t.co/J3Bh0vOoPs,1/17/2023 18:09,,SocialBee.io v2,FALSE
Nuadox,"Montreal, Canada","Innovation, science and tech news. Sit back, relax, learn.",12/19/2016 6:40,1107,909,1862,FALSE,FAQ on COVID-19 subvariant XBB.1.5. Link&gt; https://t.co/S4u0hmhqiJ via @nuadox 🔍 #COVID19 #XBB15 https://t.co/mee7bRwnV1,1/17/2023 18:07,"['COVID19', 'XBB15']",Twitter Web App,FALSE
Monarch Global Health,,Advancing healthcare through innovation and testing technology,8/31/2020 19:51,462,68,2,FALSE,FAQ on COVID-19 subvariant XBB.1.5: Where is it prevalent? Does it cause serious illness? How can I protect myself? https://t.co/Mk3xleVb93,1/17/2023 17:58,,IFTTT,FALSE
MedPub Epidemiology,Look here 👉,#Epidemiology news from major publishers consolidated for a more streamlined industry news experience.🦠🌎🗞,3/23/2020 13:34,597,225,9,FALSE,FAQ on COVID-19 subvariant XBB.1.5: Where is it prevalent? Does it cause serious illness? How can I protect myself?… https://t.co/5q1WzyLjYz,1/17/2023 17:46,,boto_io,FALSE
Medical Xpress,,Medical Xpress Health and Medicine News Stories,2/10/2009 13:20,7394,1,214,FALSE,FAQ on COVID-19 subvariant XBB.1.5: Where is it prevalent? Does it cause serious illness? How can I protect myself?… https://t.co/2NYGErGjke,1/17/2023 17:34,,Science X Status Updates,FALSE
World Socialist Web Site,,The World Socialist Web Site is a daily source of news and analysis published by the International Committee of the Fourth International. #socialism,2/26/2010 17:55,46294,25130,10003,FALSE,"The latest strain, Omicron subvariant XBB.1.5, accounts for at least 43 percent of all COVID-19 cases in the United… https://t.co/K6TrymBDbN",1/17/2023 17:30,,Globetweeter,FALSE
Patricia Dague,"Syracuse, NY USA",,3/23/2009 17:59,85,159,1383,FALSE,Health officials in NYC are saying that those who have been vaccinated against COVID-19 may be at a higher risk of… https://t.co/Hf9sqO0hNE,1/17/2023 17:12,,Twitter Web App,FALSE
Fahad Razak,"Toronto, Ontario",Internist @UnityHealthTO | Assoc Prof @UofT | Provincial Clinical Lead @OntarioHealthOH | Co-Lead GEMINI |,4/12/2018 23:15,3927,665,6091,TRUE,"Much remains unknown about XBB.1.5, but prudent to take protective steps while we wait for more scientific certaint… https://t.co/7EmxPQw7Rf",1/17/2023 16:55,,Twitter Web App,FALSE
Sue 🇺🇸🌺🌴,"California, USA","Stop Testing! Ban all mandates. Don't play the game, go live your life. Don't bother with places with stupid rules. ✈️🏞️🛣️🏖️",3/4/2013 17:08,383,1137,32807,FALSE,"You can't still be falling for this 🤡

""Despite this, get vaccinated and receive the updated COVID-19 booster shot.… https://t.co/0jfA3cYHw8",1/17/2023 16:49,,Twitter Web App,FALSE
YGK News,"Kingston, ON ","Your Kingston, Your News #ygk

https://t.co/EBHBTyQBtT",6/9/2020 18:15,3716,4919,1495,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/TsqS8spRJO,1/17/2023 16:47,,dlvr.it,FALSE
Charles Madsen,,,2/22/2009 21:59,14,60,393,FALSE,"@jonathanstea I was not anti-vax, but now I am.
""New York City health officials are warning residents that the infe… https://t.co/XY9kc4Vt7R",1/17/2023 15:50,,Twitter Web App,FALSE
Dennis Raphael,Toronto,"Canadian, university professor, Bertolt Brecht admirer, Raptors fan, potato cannon engineer, South Riverdale enthusiast/resident, socialist since grade 6.",1/6/2013 15:44,1600,9,991,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/EIMynOV1uK,1/17/2023 15:46,,Twitter Web App,FALSE
also: sandi89701936@mastodon.world & post.news,global,"*June 2021 Cherish new baby kitten* 
World needs: Humanities + Integrity + Hope/Care ; Pro-choice; Anti-racism/bigotry
Liberal use of block.",3/29/2019 21:30,1225,1267,462653,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/3FYu6h2tVI,1/17/2023 15:37,,Twitter Web App,FALSE
The-14,Tio’tia:ke (Montreal),"Pictures, Digital News and Media! Sign up for our newsletter: https://t.co/XvCxetOFfw",12/9/2019 15:10,191,2276,15,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/2N0VUaGalP,1/17/2023 15:08,,Twitter for Mac,FALSE
U.S. News & World Report,"Washington, D.C.","Life’s decisions made here since 1933. Breaking news and analysis, consumer advice and the original rankings guide.",6/4/2007 19:19,171664,704,607,TRUE,The subvariant is already responsible for the vast majority of new cases in the Northeast. https://t.co/dGam9Bduq7,1/17/2023 15:02,,Naytev,FALSE
Health News Florida,"Tampa, FL","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",2/13/2009 19:36,6699,4137,70,FALSE,"The latest in the alphabet soup of #omicron subvariants, XBB.1.5 (informally known as the ""Kraken"" variant), is qui… https://t.co/7dN9KA7cyp",1/17/2023 14:46,['omicron'],TweetDeck,FALSE
WholeEllen8,"Colorado, USA",I am like my Father in that I want to see healing in all areas.,10/28/2022 2:19,23,363,1878,FALSE,"Do they listen to themselves? 
""The [latest COVID-19 variant] is more likely to infect individuals who have been va… https://t.co/AoiCVgWeov",1/17/2023 14:41,,Twitter for Android,FALSE
Wes_Chadwick2,"Mississippi, USA","SDAChristian. Married. Navy Combat Vet. Desert Storm/OEF/OIF. #2A 🇺🇸 ✝️ Pro-Constitution Pro-Life UnJabbed Pro🇮🇱 No DMs. No Bitcoin.
GOD BLESS AMERICA!",11/13/2022 20:30,1456,1792,1769,FALSE,"@Anthr0p0m0rph I may be against the ""vaccine"" but I am not against you or your loved ones. I hope you stay well. Re… https://t.co/LvSTJmgfqq",1/17/2023 13:37,,Twitter for Android,FALSE
Vickie Marie🦋✝️🙏🩸💝,America,"Born Again Christian, 38 years, wife,mom and grandma. Love to garden, write, paint, craft, sew, hike. God's word is my source for everything. Waiting for Jesus",12/3/2022 19:54,64,179,440,FALSE,"The Omicron XBB.1.5 variant of COVID-19 is more likely to infect individuals who have been vaccinated, according to… https://t.co/eaOftmKIq8",1/17/2023 13:11,,Twitter for iPhone,FALSE
Vince Dumond.,"Toronto, OH","Just a dad trying to promote his daughter's music career.
https://t.co/4abv9AsbcW",3/25/2010 20:59,10566,8700,64884,FALSE,"Nick named Kraken: XBB.1.5 SARS-CoV-2
FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How do… https://t.co/GSK2LSuw3r",1/17/2023 13:00,,Twitter for Android,FALSE
Prof. Dr. Sanjeev Bagai,"New Delhi, India","Chairman Nephron Clinic
Sr. Consultant Paediatrician, Nephrologist
MBBS, MD, DCH, DNBE, MNAMS, FSCH, MIPA, FIMSA, PhD.hs.
Padma Shri Awardee
Dr B C Roy  Awardee",5/20/2015 20:20,33199,531,14308,TRUE,COVID19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cause serio… https://t.co/O5xQ8AX9h6,1/17/2023 12:53,,Twitter for iPhone,FALSE
T. Ryan Gregory,"Ontario, Canada","Professor of evolutionary biology. I, for one, do not welcome our new viral overlords. He/him.",6/3/2010 0:32,74479,4073,31717,FALSE,"No nicknames or acronyms! Stop saying ""COVID-19"" and ""Omicron"" and ""SARS-CoV-2"" and ""RNA"" everybody. 

""Notwithstan… https://t.co/Fu1yhMK0av",1/17/2023 12:49,,Twitter for Android,FALSE
About Kidneys,Where kidney disease exists.,"We are volunteers trained as kidney peer mentors, helping those who are struggling with kidney disease, as we are, to acquire knowledge and guidance.",12/2/2012 1:49,4427,1710,4336,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/GaFY0X6TYb,1/17/2023 12:47,,Twitter Web App,FALSE
Teresa MASIA PERALES,"Eaubonne, 95, France",Human rights activist,9/18/2009 17:37,783,959,6961,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/C0N2q7FMd8,1/17/2023 12:46,,Twitter for Android,FALSE
Julio Marchi © Speaks Out,United States,"Technology Scientist, Executive & Entrepreneur. Startup Aficionado. Software Engineer. Publisher & Journalist Enthusiast. Passionate Storyteller & Musician.",5/4/2009 18:08,5964,5343,542,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/GI4HsWUcAZ,1/17/2023 12:40,,Omnihanded Interactive News,FALSE
Mr. Skanner,NY,"A lone wolf that reads, learns, and shares for those willing to expand their horizons and break free from mainstream media and their own little centrist bubble.",7/22/2012 2:32,299,1291,14,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/bXLfRvlcOn,1/17/2023 12:40,,Omnihanded MrSkanner App,FALSE
Dennis Kendel,Saskatoon,Former CEO x 3. Health policy/services consultant. Physician: Physician leadership advocate & mentor.,9/7/2012 0:27,11282,4722,67077,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/1pB7eB0pn3,1/17/2023 12:25,,Twitter Web App,FALSE
Ajay Tripathy,India,"Delivered quality primary-healthcare in #ArunachalPradesh (2005-10). Ex UNV-UNDP (1991-94) in #Maldives, Cochrane-CMCVellore (2011-15), ICMR-RMRC (2019-20), etc",1/6/2012 17:02,1688,397,61167,FALSE,"FAQ on COVID-19 subvariant XBB.1.5: What is it? 

Where is it prevalent? 

How does it differ from Omicron? 

Does… https://t.co/Uo6Tn2JCQS",1/17/2023 12:24,,Twitter Web App,FALSE
Trevor Bayfield,Devon UK ,"Personal Chef, Musician. 


~ Don't underestimate the power of your own speech ~ Jordan B Peterson

(Wave Photo: Grégoire Gyselinck)",2/10/2009 19:56,2483,1761,46813,FALSE,"Despite this, the department urged New Yorkers to get vaccinated and receive the updated COVID-19 booster shot. 🙄

https://t.co/UfIbxXvIUE",1/17/2023 12:13,,Twitter for Android,FALSE
Montgomery Granger,"Long Island, New York","Christian, husband, father, educator (R), veteran (R), Libertarian. Author, ‘Saving Grace at Guantanamo Bay.’ Film: Heroes of GITMO: https://t.co/S1JRna7T2s",8/4/2010 11:15,87729,90753,58371,TRUE,Omicron Subvariant XBB.1.5 Could Be More Likely to Infect Vaccinated: NYC Health Officials https://t.co/35PGgn5YL5… https://t.co/nplJeLJ1jP,1/17/2023 11:50,,Twitter Web App,FALSE
Stacie Smith (She/Elle) ❤️🧠🏒,"Fredericton, New Brunswick","@DalhousieU BScKin'20, @UNB BEd'22, @THEYCRH Co-ED, @MentalHealthSN Founder, @pfyouthnb Youth Mental Health & @nbyc_cjnb ssmith@sandboxproject.ca",9/16/2011 19:11,1849,1535,94157,FALSE,FAQ on COVID-19 subvariant XBB.1.5: What is it? Where is it prevalent? How does it differ from Omicron? Does it cau… https://t.co/qWabI1AKx5,1/17/2023 11:49,,Twitter Web App,FALSE
onisillos,"London, UK",Being a journal editor is an eternal struggle between (a) never being wrong and (b) not disagreeing with real experts. Devoted to @Turneeps5,6/27/2014 8:31,8399,4529,71338,FALSE,"""Notwithstanding their potential utility as memory aids, the use of nicknames or acronyms in formal scientific disc… https://t.co/2xe6Tofg1I",1/17/2023 11:06,,Twitter Web App,FALSE
